ID,Brand,Model,Type,Year,Age,KmDriven,Transmission,Owner,FuelType,AskPrice
C1877,Renault,Triber,MUV,2024,0,12000,Manual,First,Petrol,625000
C1878,Mahindra,Thar,SUV,2022,2,7500,Automatic,First,Petrol,1250000
C1879,Kia,Sonet,SUV,2021,3,34000,Automatic,First,Hybrid/CNG,899000
C1880,Maruti Suzuki,Swift,Hatchback,2019,5,71000,Automatic,First,Petrol,649000
C1881,Maruti Suzuki,Ertiga,MUV,2022,2,14000,Manual,First,Hybrid/CNG,1109000
C1882,Maruti Suzuki,S-Presso,Hatchback,2019,5,55000,Automatic,First,Hybrid/CNG,395000
C1883,Maruti Suzuki,Fronx ,SUV,2024,0,8000,Manual,First,Petrol,100000
C1884,Hyundai,Grand i10 Nios,Hatchback,2020,4,46000,Automatic,First,Hybrid/CNG,590000
C1885,Maruti Suzuki,Celerio,Hatchback,2017,7,80000,Automatic,Second,Hybrid/CNG,450000
C1886,Tata,Punch ,SUV,2022,2,7900,Automatic,Second,Petrol,890000
C1887,Honda,Amaze,Sedan,2019,5,72000,Manual,First,Hybrid/CNG,451000
C1888,Toyota,Urban Cruiser Hyryder,SUV,2022,2,36240,Manual,First,Petrol,1550000
C1889,Renault,Triber,MUV,2019,5,39892,Manual,First,Petrol,560000
C1890,Tata,Nexon,SUV,2020,4,105800,Automatic,First,Petrol,675000
C1891,Maruti Suzuki,Eeco,MPV,2017,7,85000,Automatic,Second,Hybrid/CNG,460000
C1892,Honda,City,Sedan,2016,8,64000,Manual,First,Hybrid/CNG,585000
C1893,Maruti Suzuki,Baleno,Hatchback,2020,4,37000,Manual,First,Petrol,665000
C1894,Honda,City,Sedan,2021,3,20000,Automatic,Second,Petrol,1325000
C1895,Maruti Suzuki,Baleno,Hatchback,2016,8,72000,Automatic,Second,Petrol,545000
C1896,Renault,KWID,Hatchback,2016,8,38000,Manual,Second,Petrol,235000
C1897,Hyundai,Verna,Sedan,2017,7,63000,Manual,Second,Hybrid/CNG,515000
C1898,Maruti Suzuki,Invicto,MPV,2023,1,6100,Automatic,Second,Hybrid/CNG,2800000
C1899,Maruti Suzuki,Ertiga,MUV,2021,3,64000,Manual,First,Hybrid/CNG,899000
C1900,Skoda,Slavia,Sedan,2022,2,84000,Automatic,First,Petrol,1030000
C1901,Maruti Suzuki,Celerio,Hatchback,2019,5,85000,Manual,Second,Hybrid/CNG,449000
C1902,Honda,Amaze,Sedan,2018,6,68000,Automatic,First,Hybrid/CNG,550000
C1903,Maruti Suzuki,Ertiga,MUV,2016,8,90000,Manual,Second,Hybrid/CNG,689000
C1904,Maruti Suzuki,Baleno,Hatchback,2019,5,75000,Automatic,Second,Petrol,650000
C1905,Kia,Seltos,SUV,2022,2,39000,Automatic,First,Diesel,1825000
C1906,Maruti Suzuki,Wagon-R,Hatchback,2017,7,58670,Manual,First,Petrol,365000
C1907,Maruti Suzuki,Wagon-R,Hatchback,2016,8,62000,Automatic,Second,Petrol,365000
C1908,Maruti Suzuki,Wagon-R,Hatchback,2016,8,42000,Automatic,First,Petrol,311000
C1909,Maruti Suzuki,Ertiga,MUV,2019,5,59000,Automatic,First,Hybrid/CNG,1150000
C1910,Toyota,Innova Crysta,MPV,2022,2,55000,Automatic,First,Diesel,2050000
C1911,Honda,Amaze,Sedan,2017,7,85500,Manual,Second,Hybrid/CNG,295000
C1912,Maruti Suzuki,Eeco,MPV,2021,3,47000,Automatic,First,Hybrid/CNG,505000
C1913,Maruti Suzuki,Ignis,Hatchback,2017,7,48125,Manual,First,Petrol,435000
C1914,Honda,Amaze,Sedan,2021,3,119000,Automatic,First,Diesel,900000
C1915,Maruti Suzuki,Ertiga,MUV,2021,3,64035,Manual,First,Hybrid/CNG,975000
C1916,Honda,Amaze,Sedan,2022,2,25000,Automatic,First,Petrol,805000
C1917,Tata,Tiago,Hatchback,2016,8,110818,Manual,Second,Petrol,325000
C1918,Maruti Suzuki,Baleno,Hatchback,2019,5,38032,Automatic,Second,Petrol,690000
C1919,Skoda,Kushaq,SUV,2022,2,24000,Manual,First,Petrol,1250000
C1920,Toyota,Innova Crysta,MPV,2021,3,90000,Automatic,First,Diesel,1975000
C1921,Maruti Suzuki,Eeco,MPV,2020,4,36000,Automatic,First,Hybrid/CNG,475000
C1922,Maruti Suzuki,Wagon-R,Hatchback,2023,1,85000,Automatic,First,Hybrid/CNG,210000
C1923,Maruti Suzuki,Swift,Hatchback,2022,2,40000,Automatic,First,Petrol,765000
C1924,Hyundai,Grand i10 Nios,Hatchback,2021,3,30941,Manual,Second,Hybrid/CNG,625000
C1925,Maruti Suzuki,Wagon-R,Hatchback,2016,8,55962,Manual,Second,Hybrid/CNG,215500
C1926,Mahindra,Thar,SUV,2022,2,14000,Automatic,Second,Hybrid/CNG,1600000
C1927,Kia,Seltos,SUV,2022,2,17000,Automatic,First,Petrol,1575000
C1928,Kia,Sonet,SUV,2021,3,17451,Automatic,First,Petrol,1265000
C1929,Maruti Suzuki,S-Presso,Hatchback,2022,2,12000,Automatic,First,Petrol,520000
C1930,Toyota,Urban Cruiser Hyryder,SUV,2023,1,18246,Automatic,First,Hybrid/CNG,1950000
C1931,Tata,Nexon,SUV,2021,3,26000,Automatic,First,Hybrid/CNG,895000
C1932,Hyundai,Creta,SUV,2018,6,68000,Automatic,First,Petrol,850000
C1933,Kia,Sonet,SUV,2021,3,65000,Automatic,First,Diesel,975000
C1934,Honda,City,Sedan,2021,3,60180,Automatic,First,Petrol,1170000
C1935,Maruti Suzuki,Celerio,Hatchback,2018,6,75698,Manual,Second,Petrol,430000
C1936,Maruti Suzuki,Wagon-R,Hatchback,2021,3,60000,Manual,Second,Hybrid/CNG,570000
C1937,Maruti Suzuki,Eeco,MPV,2018,6,82000,Automatic,Second,Hybrid/CNG,350000
C1938,Maruti Suzuki,Ignis,Hatchback,2022,2,38000,Manual,First,Petrol,490000
C1939,Toyota,Innova Crysta,MPV,2021,3,7500,Automatic,First,Diesel,3310000
C1940,Maruti Suzuki,Swift,Hatchback,2022,2,23000,Manual,First,Petrol,698000
C1941,Hyundai,Aura,Sedan,2024,0,3500,Manual,First,Hybrid/CNG,700000
C1942,Hyundai,Creta,SUV,2020,4,120488,Manual,First,Petrol,865000
C1943,Renault,KWID,Hatchback,2018,6,53000,Automatic,Second,Hybrid/CNG,375000
C1944,Hyundai,Venue,SUV,2020,4,18000,Automatic,First,Petrol,950000
C1945,Maruti Suzuki,Wagon-R,Hatchback,2021,3,65000,Manual,First,Hybrid/CNG,450000
C1946,Maruti Suzuki,Eeco,MPV,2020,4,75000,Manual,Second,Hybrid/CNG,411000
C1947,Volkswagen,Taigun,SUV,2021,3,19000,Automatic,Second,Petrol,1180000
C1948,Maruti Suzuki,Ertiga,MUV,2019,5,62000,Automatic,Second,Hybrid/CNG,820000
C1949,Maruti Suzuki,Celerio,Hatchback,2018,6,70000,Manual,Second,Hybrid/CNG,395000
C1950,Honda,City,Sedan,2019,5,32500,Manual,Second,Hybrid/CNG,725000
C1951,Honda,Amaze,Sedan,2021,3,78000,Automatic,Second,Diesel,1075000
C1952,Maruti Suzuki,Wagon-R,Hatchback,2020,4,6000,Manual,First,Petrol,550000
C1953,Hyundai,Creta,SUV,2021,3,63000,Automatic,First,Diesel,1550000
C1954,Renault,KWID,Hatchback,2019,5,90000,Manual,Second,Petrol,325000
C1955,Tata,Tiago,Hatchback,2018,6,56000,Manual,First,Petrol,260000
C1956,Hyundai,Creta,SUV,2018,6,120000,Manual,First,Hybrid/CNG,726000
C1957,Tata,Nexon,SUV,2021,3,67000,Manual,First,Diesel,890000
C1958,Hyundai,Creta,SUV,2022,2,27000,Automatic,Second,Petrol,1425000
C1959,Renault,KWID,Hatchback,2017,7,71000,Manual,First,Petrol,245000
C1960,Tata,Tiago,Hatchback,2022,2,19300,Manual,First,Hybrid/CNG,684000
C1961,Maruti Suzuki,Ertiga,MUV,2022,2,38000,Manual,First,Hybrid/CNG,1100000
C1962,Maruti Suzuki,Eeco,MPV,2020,4,93000,Manual,First,Hybrid/CNG,575000
C1963,Maruti Suzuki,Eeco,MPV,2018,6,59000,Manual,First,Hybrid/CNG,390000
C1964,Toyota,Urban Cruiser Hyryder,SUV,2024,0,1900,Automatic,First,Hybrid/CNG,2125000
C1965,Honda,City,Sedan,2016,8,71000,Automatic,First,Petrol,675000
C1966,Maruti Suzuki,Wagon-R,Hatchback,2018,6,51000,Manual,Second,Hybrid/CNG,395000
C1967,Kia,Sonet,SUV,2022,2,23000,Automatic,First,Petrol,1150000
C1968,Honda,City,Sedan,2019,5,43000,Manual,Second,Hybrid/CNG,750000
C1969,Honda,City,Sedan,2017,7,69000,Manual,Second,Petrol,610000
C1970,Tata,Nexon,SUV,2019,5,55000,Manual,Second,Hybrid/CNG,480000
C1971,Honda,Amaze,Sedan,2017,7,55000,Manual,First,Petrol,395000
C1972,Renault,Triber,MUV,2020,4,27500,Manual,First,Petrol,520000
C1973,Maruti Suzuki,Ertiga,MUV,2019,5,54000,Manual,First,Hybrid/CNG,971000
C1974,Tata,Harrier,SUV,2022,2,33000,Manual,First,Diesel,1450000
C1975,Maruti Suzuki,Wagon-R,Hatchback,2022,2,30500,Manual,First,Hybrid/CNG,580000
C1976,Hyundai,Aura,Sedan,2021,3,40000,Manual,First,Petrol,700000
C1977,MG,Hector,SUV,2019,5,46000,Automatic,First,Hybrid/CNG,1250000
C1978,Maruti Suzuki,Fronx ,SUV,2024,0,8254,Manual,First,Petrol,825000
C1979,Hyundai,New i20,Hatchback,2022,2,12214,Automatic,First,Petrol,953000
C1980,Honda,City,Sedan,2017,7,54000,Automatic,Second,Petrol,715000
C1981,Maruti Suzuki,Grand Vitara,SUV,2023,1,9000,Manual,First,Petrol,1450000
C1982,Maruti Suzuki,Wagon-R,Hatchback,2019,5,42000,Automatic,First,Hybrid/CNG,415000
C1983,Maruti Suzuki,S-Presso,Hatchback,2020,4,28000,Manual,First,Petrol,445000
C1984,Renault,KWID,Hatchback,2017,7,39000,Automatic,First,Petrol,270000
C1985,Maruti Suzuki,Celerio,Hatchback,2017,7,59968,Manual,First,Petrol,385000
C1986,Maruti Suzuki,Eeco,MPV,2018,6,51000,Automatic,First,Hybrid/CNG,365000
C1987,Toyota,Innova Crysta,MPV,2021,3,24000,Automatic,First,Diesel,3150000
C1988,Honda,City,Sedan,2017,7,71000,Automatic,First,Hybrid/CNG,725000
C1989,Volkswagen,Virtus,Sedan,2022,2,40000,Manual,Second,Petrol,1199900
C1990,Hyundai,Verna,Sedan,2023,1,24600,Automatic,First,Petrol,1599000
C1991,Maruti Suzuki,Ignis,Hatchback,2020,4,28000,Automatic,Second,Petrol,649999
C1992,MG,Gloster,SUV,2022,2,52000,Automatic,Second,Diesel,3800000
C1993,Skoda,Slavia,Sedan,2022,2,20000,Automatic,First,Petrol,1100000
C1994,Hyundai,Verna,Sedan,2018,6,52536,Automatic,Second,Hybrid/CNG,780000
C1995,Honda,Amaze,Sedan,2019,5,52400,Manual,Second,Petrol,540000
C1996,Maruti Suzuki,Ertiga,MUV,2020,4,185000,Manual,First,Hybrid/CNG,720000
C1997,Tata,Tiago,Hatchback,2024,0,3500,Automatic,First,Hybrid/CNG,820000
C1998,Honda,Amaze,Sedan,2018,6,52000,Automatic,Second,Hybrid/CNG,590000
C1999,Honda,Amaze,Sedan,2020,4,64000,Automatic,Second,Hybrid/CNG,550000
C2000,Maruti Suzuki,Baleno,Hatchback,2017,7,31235,Automatic,First,Hybrid/CNG,555000
C2001,Maruti Suzuki,Alto K10,Hatchback,2018,6,11000,Automatic,Second,Petrol,378000
C2002,Maruti Suzuki,Baleno,Hatchback,2017,7,53000,Manual,First,Hybrid/CNG,595000
C2003,Kia,Seltos,SUV,2021,3,89000,Automatic,First,Diesel,1665000
C2004,Tata,Nexon,SUV,2018,6,61000,Automatic,First,Hybrid/CNG,599000
C2005,Maruti Suzuki,Celerio,Hatchback,2017,7,43000,Manual,First,Hybrid/CNG,375000
C2006,Kia,Seltos,SUV,2021,3,16,Manual,First,Petrol,800000
C2007,Maruti Suzuki,Swift,Hatchback,2016,8,117592,Manual,First,Petrol,550000
C2008,Maruti Suzuki,Dzire,Sedan,2018,6,25000,Automatic,Second,Petrol,630000
C2009,Maruti Suzuki,Wagon-R,Hatchback,2022,2,42000,Manual,First,Hybrid/CNG,575000
C2010,Hyundai,Creta,SUV,2021,3,83000,Manual,First,Diesel,1290000
C2011,Maruti Suzuki,Ignis,Hatchback,2019,5,82123,Automatic,First,Hybrid/CNG,455000
C2012,Maruti Suzuki,Celerio,Hatchback,2018,6,25193,Manual,First,Petrol,370000
C2013,Tata,Nexon,SUV,2021,3,31000,Manual,Second,Hybrid/CNG,650000
C2014,Hyundai,Grand i10 Nios,Hatchback,2019,5,59284,Automatic,Second,Petrol,533000
C2015,Renault,KWID,Hatchback,2017,7,100000,Manual,First,Petrol,200000
C2016,Maruti Suzuki,Ignis,Hatchback,2017,7,53000,Automatic,First,Petrol,550000
C2017,Maruti Suzuki,Celerio,Hatchback,2016,8,65000,Automatic,Second,Hybrid/CNG,365000
C2018,Maruti Suzuki,Celerio,Hatchback,2016,8,90000,Automatic,First,Hybrid/CNG,360000
C2019,Maruti Suzuki,Baleno,Hatchback,2017,7,33555,Automatic,First,Hybrid/CNG,499555
C2020,Kia,Seltos,SUV,2023,1,23000,Automatic,First,Diesel,1845000
C2021,Maruti Suzuki,Ertiga,MUV,2022,2,53000,Manual,First,Hybrid/CNG,1121000
C2022,Honda,Amaze,Sedan,2018,6,29295,Automatic,Second,Petrol,530000
C2023,Maruti Suzuki,Celerio,Hatchback,2018,6,89124,Automatic,Second,Petrol,485000
C2024,Maruti Suzuki,Wagon-R,Hatchback,2016,8,91000,Manual,Second,Hybrid/CNG,421000
C2025,Maruti Suzuki,Swift,Hatchback,2018,6,62000,Automatic,Second,Petrol,615000
C2026,Toyota,Fortuner,SUV,2022,2,34000,Automatic,First,Diesel,4400000
C2027,Tata,Nexon,SUV,2020,4,69000,Manual,First,Hybrid/CNG,675000
C2028,Hyundai,Verna,Sedan,2019,5,44500,Automatic,Second,Hybrid/CNG,820000
C2029,Renault,Triber,MUV,2021,3,70000,Manual,First,Petrol,615000
C2030,Honda,Amaze,Sedan,2019,5,42000,Manual,Second,Hybrid/CNG,555000
C2031,Tata,Tiago,Hatchback,2023,1,27000,Automatic,First,Hybrid/CNG,670000
C2032,Maruti Suzuki,Ertiga,MUV,2020,4,120000,Manual,Second,Hybrid/CNG,875000
C2033,Tata,Harrier,SUV,2021,3,47000,Automatic,First,Diesel,1175000
C2034,Hyundai,Grand i10 Nios,Hatchback,2021,3,55000,Manual,First,Hybrid/CNG,621000
C2035,Renault,Triber,MUV,2021,3,40000,Automatic,First,Petrol,625000
C2036,Maruti Suzuki,Wagon-R,Hatchback,2020,4,80000,Automatic,First,Hybrid/CNG,560000
C2037,Hyundai,Verna,Sedan,2016,8,65000,Automatic,First,Petrol,695000
C2038,Honda,Amaze,Sedan,2021,3,69052,Manual,Second,Petrol,577000
C2039,Renault,Triber,MUV,2020,4,69000,Manual,Second,Hybrid/CNG,475000
C2040,Maruti Suzuki,Alto-K10,Hatchback,2018,6,70150,Automatic,Second,Hybrid/CNG,281111
C2041,Hyundai,Creta,SUV,2023,1,21000,Automatic,First,Petrol,1699999
C2042,Tata,Tiago,Hatchback,2022,2,65000,Automatic,First,Hybrid/CNG,498000
C2043,Maruti Suzuki,Eeco,MPV,2020,4,62000,Manual,First,Hybrid/CNG,410000
C2044,Kia,Sonet,SUV,2023,1,20600,Manual,First,Diesel,1250000
C2045,Maruti Suzuki,Wagon-R,Hatchback,2018,6,0,Automatic,First,Hybrid/CNG,449999
C2046,Mahindra,Bolero Neo,SUV,2021,3,65000,Manual,Second,Diesel,875000
C2047,Maruti Suzuki,Ertiga,MUV,2022,2,80000,Automatic,Second,Hybrid/CNG,1125000
C2048,Hyundai,Aura,Sedan,2021,3,89500,Automatic,Second,Hybrid/CNG,551521
C2049,Mahindra,Thar,SUV,2022,2,7000,Automatic,First,Diesel,1620000
C2050,Maruti Suzuki,Baleno,Hatchback,2021,3,22000,Manual,First,Petrol,660000
C2051,Tata,Tiago,Hatchback,2017,7,82010,Manual,Second,Hybrid/CNG,370000
C2052,Maruti Suzuki,Wagon-R,Hatchback,2020,4,63000,Manual,Second,Hybrid/CNG,475000
C2053,Maruti Suzuki,Eeco,MPV,2021,3,37000,Automatic,First,Hybrid/CNG,430000
C2054,Maruti Suzuki,Ertiga,MUV,2022,2,88392,Manual,Second,Hybrid/CNG,920000
C2055,Maruti Suzuki,Baleno,Hatchback,2018,6,67000,Automatic,Second,Petrol,525000
C2056,Maruti Suzuki,Eeco,MPV,2019,5,81520,Automatic,First,Hybrid/CNG,360000
C2057,Hyundai,Verna,Sedan,2019,5,52000,Manual,Second,Hybrid/CNG,695000
C2058,Maruti Suzuki,Swift,Hatchback,2023,1,30000,Manual,First,Hybrid/CNG,765000
C2059,Maruti Suzuki,Eeco,MPV,2023,1,35000,Automatic,Second,Hybrid/CNG,510000
C2060,Honda,City,Sedan,2019,5,37000,Automatic,Second,Petrol,935000
C2061,Tata,Tigor,Sedan,2020,4,61000,Automatic,First,Hybrid/CNG,561000
C2062,Nissan,Magnite,SUV,2022,2,17000,Manual,First,Petrol,745000
C2063,Hyundai,Grand i10 Nios,Hatchback,2021,3,20121,Manual,Second,Petrol,665000
C2064,Maruti Suzuki,Eeco,MPV,2019,5,95000,Automatic,First,Hybrid/CNG,430000
C2065,Maruti Suzuki,Ertiga,MUV,2023,1,62000,Manual,First,Hybrid/CNG,1260000
C2066,MG,Hector,SUV,2023,1,17000,Automatic,First,Petrol,2025000
C2067,Maruti Suzuki,Ertiga,MUV,2020,4,47000,Automatic,First,Hybrid/CNG,995000
C2068,Mahindra,Bolero Neo,SUV,2022,2,42000,Manual,First,Diesel,905000
C2069,Maruti Suzuki,Celerio,Hatchback,2017,7,64000,Automatic,Second,Hybrid/CNG,390000
C2070,Honda,City,Sedan,2017,7,45000,Automatic,Second,Petrol,775000
C2071,Hyundai,Creta,SUV,2019,5,68000,Automatic,Second,Petrol,1175000
C2072,Maruti Suzuki,Eeco,MPV,2022,2,56000,Automatic,First,Hybrid/CNG,500000
C2073,Maruti Suzuki,Eeco,MPV,2021,3,50000,Automatic,Second,Petrol,480000
C2074,Maruti Suzuki,XL6,MUV,2019,5,68738,Manual,First,Hybrid/CNG,900000
C2075,Hyundai,Creta,SUV,2017,7,69000,Automatic,Second,Petrol,785000
C2076,Hyundai,New i20,Hatchback,2020,4,48298,Automatic,Second,Petrol,945000
C2077,Maruti Suzuki,Alto-K10,Hatchback,2018,6,27000,Automatic,First,Petrol,365000
C2078,Maruti Suzuki,Wagon-R,Hatchback,2017,7,59000,Manual,Second,Hybrid/CNG,320000
C2079,Maruti Suzuki,Eeco,MPV,2018,6,180000,Automatic,First,Hybrid/CNG,351000
C2080,Maruti Suzuki,Eeco,MPV,2019,5,49000,Manual,Second,Hybrid/CNG,450000
C2081,Maruti Suzuki,Ertiga,MUV,2023,1,32000,Manual,First,Hybrid/CNG,1171000
C2082,Maruti Suzuki,Celerio,Hatchback,2017,7,75000,Automatic,Second,Hybrid/CNG,300000
C2083,Maruti Suzuki,Celerio,Hatchback,2019,5,68000,Automatic,Second,Petrol,425000
C2084,Maruti Suzuki,Eeco,MPV,2018,6,77738,Manual,Second,Hybrid/CNG,490000
C2085,Kia,Sonet,SUV,2021,3,81236,Automatic,First,Petrol,970000
C2086,Hyundai,Creta,SUV,2016,8,71000,Manual,First,Hybrid/CNG,690000
C2087,Maruti Suzuki,Baleno,Hatchback,2017,7,102000,Manual,Second,Petrol,540000
C2088,Maruti Suzuki,Celerio,Hatchback,2019,5,71000,Manual,Second,Hybrid/CNG,450000
C2089,Maruti Suzuki,Ertiga,MUV,2019,5,59000,Automatic,First,Hybrid/CNG,1150000
C2090,Maruti Suzuki,Ertiga,MUV,2020,4,65846,Manual,First,Hybrid/CNG,870000
C2091,Maruti Suzuki,Swift,Hatchback,2018,6,36000,Automatic,First,Petrol,665000
C2092,Maruti Suzuki,Celerio,Hatchback,2017,7,35000,Automatic,First,Hybrid/CNG,450000
C2093,Mahindra,XUV700,SUV,2023,1,25000,Automatic,First,Petrol,2275000
C2094,Maruti Suzuki,Swift,Hatchback,2022,2,40000,Automatic,First,Petrol,775000
C2095,Mahindra,Thar,SUV,2021,3,70000,Manual,First,Diesel,1350000
C2096,Renault,KWID,Hatchback,2020,4,52000,Automatic,First,Hybrid/CNG,350000
C2097,Tata,Tiago,Hatchback,2020,4,70716,Manual,First,Petrol,490000
C2098,Maruti Suzuki,Baleno,Hatchback,2017,7,75000,Manual,First,Hybrid/CNG,580000
C2099,Maruti Suzuki,Swift,Hatchback,2018,6,55000,Automatic,Second,Petrol,565000
C2100,Hyundai,Grand i10 Nios,Hatchback,2022,2,35000,Automatic,First,Petrol,685000
C2101,Maruti Suzuki,Swift,Hatchback,2020,4,67850,Automatic,First,Hybrid/CNG,675000
C2102,Hyundai,Grand i10 Nios,Hatchback,2021,3,22000,Manual,First,Petrol,549000
C2103,Mahindra,XUV700,SUV,2021,3,23883,Automatic,Second,Petrol,2245000
C2104,Tata,Tigor,Sedan,2022,2,29000,Automatic,First,Hybrid/CNG,700000
C2105,Honda,Amaze,Sedan,2019,5,67000,Automatic,Second,Petrol,575000
C2106,Maruti Suzuki,Baleno,Hatchback,2021,3,40022,Manual,First,Petrol,640000
C2107,Renault,KWID,Hatchback,2019,5,16000,Automatic,First,Petrol,420000
C2108,Tata,Altroz,Hatchback,2022,2,10000,Automatic,First,Petrol,990000
C2109,Kia,Sonet,SUV,2020,4,38271,Automatic,Second,Petrol,1045000
C2110,Maruti Suzuki,Ertiga,MUV,2024,0,1234,Manual,First,Hybrid/CNG,360000
C2111,Tata,Nexon,SUV,2019,5,47000,Manual,First,Petrol,599999
C2112,Mahindra,Thar,SUV,2021,3,28000,Manual,First,Diesel,1445000
C2113,Renault,KWID,Hatchback,2019,5,36000,Manual,Second,Petrol,310000
C2114,Maruti Suzuki,Wagon-R,Hatchback,2018,6,66000,Manual,First,Hybrid/CNG,390000
C2115,Maruti Suzuki,Wagon R,Hatchback,2019,5,34000,Manual,First,Hybrid/CNG,565000
C2116,Maruti Suzuki,Swift,Hatchback,2018,6,66000,Automatic,First,Hybrid/CNG,530000
C2117,Honda,Amaze,Sedan,2016,8,85000,Manual,Second,Hybrid/CNG,310000
C2118,Maruti Suzuki,Grand Vitara,SUV,2022,2,21000,Automatic,First,Hybrid/CNG,1300000
C2119,Maruti Suzuki,Ertiga,MUV,2024,0,35,Automatic,Second,Hybrid/CNG,1250000
C2120,Maruti Suzuki,Eeco,MPV,2023,1,15000,Manual,First,Petrol,600000
C2121,Maruti Suzuki,Ertiga,MUV,2021,3,90000,Automatic,First,Hybrid/CNG,950000
C2122,Maruti Suzuki,Wagon-R,Hatchback,2023,1,28,Manual,First,Hybrid/CNG,615000
C2123,Maruti Suzuki,Baleno,Hatchback,2018,6,32000,Automatic,First,Petrol,690000
C2124,Maruti Suzuki,Baleno,Hatchback,2020,4,40000,Manual,First,Petrol,650000
C2125,Maruti Suzuki,Swift,Hatchback,2020,4,38000,Automatic,First,Hybrid/CNG,580000
C2126,Tata,Tiago,Hatchback,2024,0,3800,Automatic,First,Hybrid/CNG,850000
C2127,Maruti Suzuki,Wagon R 1.0,Hatchback,2018,6,32000,Manual,Second,Petrol,395000
C2128,Hyundai,Venue,SUV,2019,5,28000,Automatic,First,Petrol,925000
C2129,Maruti Suzuki,Eeco,MPV,2022,2,71200,Manual,First,Hybrid/CNG,472000
C2130,Maruti Suzuki,Swift,Hatchback,2016,8,80000,Manual,First,Petrol,453000
C2131,Maruti Suzuki,Swift,Hatchback,2016,8,72000,Manual,Second,Hybrid/CNG,390000
C2132,Honda,City,Sedan,2017,7,75000,Automatic,Second,Petrol,765000
C2133,Maruti Suzuki,Baleno,Hatchback,2016,8,74000,Automatic,Second,Hybrid/CNG,445000
C2134,Mahindra,Thar,SUV,2024,0,7000,Automatic,First,Diesel,1575000
C2135,Maruti Suzuki,Ertiga,MUV,2016,8,70000,Manual,First,Hybrid/CNG,445000
C2136,Maruti Suzuki,Eeco,MPV,2020,4,68000,Manual,Second,Hybrid/CNG,485000
C2137,Maruti Suzuki,XL6,MUV,2021,3,40000,Manual,Second,Petrol,935000
C2138,Mahindra,Scorpio Classic,SUV,2021,3,64000,Manual,Second,Diesel,1231000
C2139,Tata,Nexon,SUV,2019,5,41000,Automatic,Second,Petrol,525000
C2140,Honda,Amaze,Sedan,2019,5,56000,Manual,First,Hybrid/CNG,555000
C2141,Maruti Suzuki,XL6,MUV,2021,3,64000,Manual,First,Petrol,925000
C2142,Maruti Suzuki,Wagon-R,Hatchback,2017,7,53000,Automatic,First,Hybrid/CNG,465000
C2143,Hyundai,Venue,SUV,2022,2,17000,Manual,First,Petrol,830000
C2144,Maruti Suzuki,Ertiga,MUV,2016,8,62000,Manual,First,Hybrid/CNG,619000
C2145,Honda,Amaze,Sedan,2021,3,32000,Automatic,First,Petrol,590000
C2146,Tata,Harrier,SUV,2021,3,71000,Automatic,First,Diesel,1750000
C2147,Maruti Suzuki,Eeco,MPV,2018,6,65000,Automatic,First,Hybrid/CNG,450000
C2148,Maruti Suzuki,Eeco,MPV,2016,8,77718,Manual,First,Hybrid/CNG,360000
C2149,Mahindra,Scorpio Classic,SUV,2023,1,31500,Manual,First,Diesel,1690000
C2150,Maruti Suzuki,Eeco,MPV,2017,7,120000,Automatic,Second,Hybrid/CNG,280000
C2151,Maruti Suzuki,Baleno,Hatchback,2021,3,47000,Manual,Second,Petrol,575000
C2152,Maruti Suzuki,Ertiga,MUV,2020,4,62000,Manual,First,Hybrid/CNG,975000
C2153,Honda,Amaze,Sedan,2021,3,52689,Automatic,First,Petrol,710000
C2154,Maruti Suzuki,Baleno,Hatchback,2017,7,60000,Manual,Second,Petrol,500000
C2155,Maruti Suzuki,Grand Vitara,SUV,2021,3,31000,Manual,First,Petrol,745000
C2156,Maruti Suzuki,Swift,Hatchback,2017,7,72000,Manual,Second,Petrol,540000
C2157,Maruti Suzuki,Wagon-R,Hatchback,2016,8,185000,Automatic,First,Hybrid/CNG,205000
C2158,Maruti Suzuki,Celerio,Hatchback,2018,6,54553,Manual,Second,Petrol,325000
C2159,Kia,Sonet,SUV,2021,3,77000,Manual,First,Diesel,1151000
C2160,Tata,Nexon,SUV,2022,2,55000,Automatic,First,Diesel,1290000
C2161,Maruti Suzuki,Ertiga,MUV,2023,1,120000,Automatic,First,Hybrid/CNG,950000
C2162,Honda,City,Sedan,2016,8,69000,Manual,Second,Hybrid/CNG,575000
C2163,Kia,Sonet,SUV,2022,2,26793,Manual,First,Petrol,821000
C2164,Tata,Harrier,SUV,2023,1,7500,Manual,First,Diesel,1675000
C2165,Hyundai,Creta,SUV,2016,8,63500,Manual,First,Hybrid/CNG,735000
C2166,Tata,Altroz,Hatchback,2021,3,27999,Manual,First,Petrol,660000
C2167,Maruti Suzuki,S-Presso,Hatchback,2020,4,19000,Automatic,First,Petrol,485000
C2168,Tata,Tiago,Hatchback,2021,3,25000,Automatic,First,Petrol,650000
C2169,Kia,Seltos,SUV,2021,3,43123,Automatic,First,Petrol,1445000
C2170,Renault,KWID,Hatchback,2017,7,55000,Automatic,Second,Hybrid/CNG,219000
C2171,Maruti Suzuki,Eeco,MPV,2016,8,25,Automatic,Second,Hybrid/CNG,280000
C2172,Maruti Suzuki,Wagon-R,Hatchback,2022,2,23000,Manual,First,Hybrid/CNG,595000
C2173,Maruti Suzuki,Ertiga,MUV,2024,0,5000,Manual,First,Hybrid/CNG,1225000
